avg_ling,ling_count,ling_sum,stu_id
0.361764705882,34,12.3,0
0.424528301887,53,22.5,1
0.617441860465,86,53.1,2
0.82380952381,42,34.6,3
0.865869565217,46,39.83,8
0.29056,125,36.32,9
1.16991869919,123,143.9,10
1.10945945946,148,164.2,11
0.36641221374,131,48.0,16
0.497916666667,48,23.9,17
3.725,4,14.9,19
0.811904761905,42,34.1,20
1.18181818182,11,13.0,21
2.60952380952,21,54.8,22
2.8275,40,113.1,23
2.9375,16,47.0,28
2.06666666667,12,24.8,29
2.48235294118,17,42.2,32
1.15108433735,83,95.54,34
0.741589403974,151,111.98,35
0.8489,100,84.89,36
1.94905660377,53,103.3,37
1.71343283582,134,229.6,38
1.49840425532,188,281.7,39
0.825274725275,91,75.1,46
0.604761904762,84,50.8,47
0.929523809524,84,78.08,48
0.52,5,2.6,49
0.6,1,0.6,57
2.03151898734,79,160.49,60
1.45244094488,127,184.46,61
1.08407407407,54,58.54,62
1.34172413793,58,77.82,64
4.58461538462,13,59.6,65
0.730263157895,304,222.0,66
0.89696969697,264,236.8,67
0.763157894737,76,58.0,70
1.30666666667,30,39.2,71
1.05,14,14.7,72
2.04285714286,7,14.3,73
1.15833333333,12,13.9,74
1.15363128492,179,206.5,75
0.754545454545,44,33.2,76
0.861538461538,91,78.4,77
0.965,86,82.99,82
1.10526315789,57,63.0,83
1.11951219512,41,45.9,88
1.92727272727,22,42.4,89
2.04210526316,19,38.8,90
2.77857142857,14,38.9,91
1.08055555556,36,38.9,92
2.2202247191,89,197.6,93
1.5,37,55.5,96
1.30294117647,34,44.3,97
1.25862068966,29,36.5,98
1.40454545455,44,61.8,99
0.946296296296,54,51.1,100
0.822627737226,137,112.7,101
0.85625,32,27.4,102
1.17741935484,31,36.5,103
0.939666666667,60,56.38,104
0.981132075472,159,156.0,105
0.771428571429,7,5.4,108
1.42933333333,150,214.4,109
0.92380952381,21,19.4,110
2.16666666667,9,19.5,111
1.365,40,54.6,112
1.67529411765,119,199.36,113
0.823287671233,73,60.1,114
0.470310077519,387,182.01,115
0.671052631579,152,102.0,116
1.32825,240,318.78,117
2.12638888889,72,153.1,118
1.89672131148,61,115.7,119
0.542465753425,292,158.4,120
0.921951219512,287,264.6,121
0.7995215311,209,167.1,136
0.779166666667,96,74.8,137
0.544444444444,9,4.9,138
0.840368663594,217,182.36,139
2.30571428571,35,80.7,140
3.59983606557,122,439.18,141
1.2265625,64,78.5,142
1.62230769231,130,210.9,143
0.265680190931,419,111.32,146
0.600955882353,136,81.73,147
1.02715151515,165,169.48,148
1.17558139535,43,50.55,149
1.0979245283,212,232.76,152
1.13652439024,164,186.39,153
0.186,320,59.52,154
1.11090909091,154,171.08,155
1.02723404255,94,96.56,158
0.675759849906,533,360.18,159
1.91224489796,98,187.4,160
3.61818181818,121,437.8,161
1.31198019802,101,132.51,162
0.365238095238,63,23.01,163
1.94358974359,351,682.2,166
0.67399103139,446,300.6,167
0.633333333333,54,34.2,172
1.94230769231,26,50.5,173
3.63964285714,84,305.73,178
0.690925925926,108,74.62,179
0.778717948718,39,30.37,182
0.674074074074,54,36.4,183
1.51089552239,67,101.23,184
1.61387755102,49,79.08,185
0.725961538462,104,75.5,186
1.3376899696,329,440.1,187
1.27878787879,66,84.4,190
2.16762589928,139,301.3,191
2.91033057851,242,704.3,192
0.854285714286,140,119.6,193
0.262352941176,85,22.3,194
3.37520833333,48,162.01,195
1.4431372549,51,73.6,198
2.7064516129,31,83.9,199
